Level	Rule Name	Subject	Property	Value
WARN	missing_definition	CHEBI:25478	IAO:0000115		
WARN	missing_definition	CHEBI:25516	IAO:0000115		
WARN	missing_definition	CHEBI:25555	IAO:0000115		
WARN	missing_definition	CHEBI:25558	IAO:0000115		
WARN	missing_definition	CHEBI:25567	IAO:0000115		
WARN	missing_definition	CHEBI:25585	IAO:0000115		
WARN	missing_definition	CHEBI:25605	IAO:0000115		
WARN	missing_definition	CHEBI:25609	IAO:0000115		
WARN	missing_definition	CHEBI:25693	IAO:0000115		
WARN	missing_definition	CHEBI:25699	IAO:0000115		
WARN	missing_definition	CHEBI:25703	IAO:0000115		
WARN	missing_definition	CHEBI:25717	IAO:0000115		
WARN	missing_definition	CHEBI:25805	IAO:0000115		
WARN	missing_definition	CHEBI:25806	IAO:0000115		
WARN	missing_definition	CHEBI:25807	IAO:0000115		
WARN	missing_definition	CHEBI:25810	IAO:0000115		
WARN	missing_definition	CHEBI:25900	IAO:0000115		
WARN	missing_definition	CHEBI:25903	IAO:0000115		
WARN	missing_definition	CHEBI:25973	IAO:0000115		
WARN	missing_definition	CHEBI:25987	IAO:0000115		
WARN	missing_definition	CHEBI:26036	IAO:0000115		
WARN	missing_definition	CHEBI:26057	IAO:0000115		
WARN	missing_definition	CHEBI:26079	IAO:0000115		
WARN	missing_definition	CHEBI:26082	IAO:0000115		
WARN	missing_definition	CHEBI:26124	IAO:0000115		
WARN	missing_definition	CHEBI:26144	IAO:0000115		
WARN	missing_definition	CHEBI:26151	IAO:0000115		
WARN	missing_definition	CHEBI:26179	IAO:0000115		
WARN	missing_definition	CHEBI:26186	IAO:0000115		
WARN	missing_definition	CHEBI:26187	IAO:0000115		
WARN	missing_definition	CHEBI:26216	IAO:0000115		
WARN	missing_definition	CHEBI:26217	IAO:0000115		
WARN	missing_definition	CHEBI:26250	IAO:0000115		
WARN	missing_definition	CHEBI:26300	IAO:0000115		
WARN	missing_definition	CHEBI:26373	IAO:0000115		
WARN	missing_definition	CHEBI:26385	IAO:0000115		
WARN	missing_definition	CHEBI:26389	IAO:0000115		
WARN	missing_definition	CHEBI:26390	IAO:0000115		
WARN	missing_definition	CHEBI:26391	IAO:0000115		
WARN	missing_definition	CHEBI:26393	IAO:0000115		
WARN	missing_definition	CHEBI:26394	IAO:0000115		
WARN	missing_definition	CHEBI:26396	IAO:0000115		
WARN	missing_definition	CHEBI:26407	IAO:0000115		
WARN	missing_definition	CHEBI:26410	IAO:0000115		
WARN	missing_definition	CHEBI:26416	IAO:0000115		
WARN	missing_definition	CHEBI:26433	IAO:0000115		
WARN	missing_definition	CHEBI:26435	IAO:0000115		
WARN	missing_definition	CHEBI:26436	IAO:0000115		
WARN	missing_definition	CHEBI:26437	IAO:0000115		
WARN	missing_definition	CHEBI:26438	IAO:0000115		
WARN	missing_definition	CHEBI:26439	IAO:0000115		
WARN	missing_definition	CHEBI:26440	IAO:0000115		
WARN	missing_definition	CHEBI:26441	IAO:0000115		
WARN	missing_definition	CHEBI:26442	IAO:0000115		
WARN	missing_definition	CHEBI:26443	IAO:0000115		
WARN	missing_definition	CHEBI:26446	IAO:0000115		
WARN	missing_definition	CHEBI:26447	IAO:0000115		
WARN	missing_definition	CHEBI:26508	IAO:0000115		
WARN	missing_definition	CHEBI:26509	IAO:0000115		
WARN	missing_definition	CHEBI:26518	IAO:0000115		
WARN	missing_definition	CHEBI:26556	IAO:0000115		
WARN	missing_definition	CHEBI:26558	IAO:0000115		
WARN	missing_definition	CHEBI:26561	IAO:0000115		
WARN	missing_definition	CHEBI:26562	IAO:0000115		
WARN	missing_definition	CHEBI:26628	IAO:0000115		
WARN	missing_definition	CHEBI:26629	IAO:0000115		
WARN	missing_definition	CHEBI:26642	IAO:0000115		
WARN	missing_definition	CHEBI:26677	IAO:0000115		
WARN	missing_definition	CHEBI:26708	IAO:0000115		
WARN	missing_definition	CHEBI:26712	IAO:0000115		
WARN	missing_definition	CHEBI:26775	IAO:0000115		
WARN	missing_definition	CHEBI:26816	IAO:0000115		
WARN	missing_definition	CHEBI:26830	IAO:0000115		
WARN	missing_definition	CHEBI:26833	IAO:0000115		
WARN	missing_definition	CHEBI:26834	IAO:0000115		
WARN	missing_definition	CHEBI:26835	IAO:0000115		
WARN	missing_definition	CHEBI:26875	IAO:0000115		
WARN	missing_definition	CHEBI:26948	IAO:0000115		
WARN	missing_definition	CHEBI:26953	IAO:0000115		
WARN	missing_definition	CHEBI:27001	IAO:0000115		
WARN	missing_definition	CHEBI:27007	IAO:0000115		
WARN	missing_definition	CHEBI:27008	IAO:0000115		
WARN	missing_definition	CHEBI:27084	IAO:0000115		
WARN	missing_definition	CHEBI:27086	IAO:0000115		
WARN	missing_definition	CHEBI:27092	IAO:0000115		
WARN	missing_definition	CHEBI:27134	IAO:0000115		
WARN	missing_definition	CHEBI:27150	IAO:0000115		
WARN	missing_definition	CHEBI:27171	IAO:0000115		
WARN	missing_definition	CHEBI:27232	IAO:0000115		
WARN	missing_definition	CHEBI:27237	IAO:0000115		
WARN	missing_definition	CHEBI:27242	IAO:0000115		
WARN	missing_definition	CHEBI:27273	IAO:0000115		
WARN	missing_definition	CHEBI:27275	IAO:0000115		
WARN	missing_definition	CHEBI:27306	IAO:0000115		
WARN	missing_definition	CHEBI:27314	IAO:0000115		
WARN	missing_definition	CHEBI:27363	IAO:0000115		
WARN	missing_definition	CHEBI:27364	IAO:0000115		
WARN	missing_definition	CHEBI:27365	IAO:0000115		
WARN	missing_definition	CHEBI:27380	IAO:0000115		
WARN	missing_definition	CHEBI:27504	IAO:0000115		
WARN	missing_definition	CHEBI:27560	IAO:0000115		
WARN	missing_definition	CHEBI:27563	IAO:0000115		
WARN	missing_definition	CHEBI:27568	IAO:0000115		
WARN	missing_definition	CHEBI:27573	IAO:0000115		
WARN	missing_definition	CHEBI:27594	IAO:0000115		
WARN	missing_definition	CHEBI:27666	IAO:0000115		
WARN	missing_definition	CHEBI:27698	IAO:0000115		
WARN	missing_definition	CHEBI:28383	IAO:0000115		
WARN	missing_definition	CHEBI:28659	IAO:0000115		
WARN	missing_definition	CHEBI:28685	IAO:0000115		
WARN	missing_definition	CHEBI:28694	IAO:0000115		
WARN	missing_definition	CHEBI:28748	IAO:0000115		
WARN	missing_definition	CHEBI:28749	IAO:0000115		
WARN	missing_definition	CHEBI:28793	IAO:0000115		
WARN	missing_definition	CHEBI:28925	IAO:0000115		
WARN	missing_definition	CHEBI:28976	IAO:0000115		
WARN	missing_definition	CHEBI:28984	IAO:0000115		
WARN	missing_definition	CHEBI:29014	IAO:0000115		
WARN	missing_definition	CHEBI:29075	IAO:0000115		
WARN	missing_definition	CHEBI:29108	IAO:0000115		
WARN	missing_definition	CHEBI:29192	IAO:0000115		
WARN	missing_definition	CHEBI:29214	IAO:0000115		
WARN	missing_definition	CHEBI:29222	IAO:0000115		
WARN	missing_definition	CHEBI:29277	IAO:0000115		
WARN	missing_definition	CHEBI:29281	IAO:0000115		
WARN	missing_definition	CHEBI:29337	IAO:0000115		
WARN	missing_definition	CHEBI:29369	IAO:0000115		
WARN	missing_definition	CHEBI:29412	IAO:0000115		
WARN	missing_definition	CHEBI:29773	IAO:0000115		
WARN	missing_definition	CHEBI:29785	IAO:0000115		
WARN	missing_definition	CHEBI:29792	IAO:0000115		
WARN	missing_definition	CHEBI:29917	IAO:0000115		
WARN	missing_definition	CHEBI:29919	IAO:0000115		
WARN	missing_definition	CHEBI:29922	IAO:0000115		
WARN	missing_definition	CHEBI:29924	IAO:0000115		
WARN	missing_definition	CHEBI:29989	IAO:0000115		
WARN	missing_definition	CHEBI:30087	IAO:0000115		
WARN	missing_definition	CHEBI:30096	IAO:0000115		
WARN	missing_definition	CHEBI:30103	IAO:0000115		
WARN	missing_definition	CHEBI:30106	IAO:0000115		
WARN	missing_definition	CHEBI:30199	IAO:0000115		
WARN	missing_definition	CHEBI:30256	IAO:0000115		
WARN	missing_definition	CHEBI:30353	IAO:0000115		
WARN	missing_definition	CHEBI:30356	IAO:0000115		
WARN	missing_definition	CHEBI:30412	IAO:0000115		
WARN	missing_definition	CHEBI:30452	IAO:0000115		
WARN	missing_definition	CHEBI:30465	IAO:0000115		
WARN	missing_definition	CHEBI:30477	IAO:0000115		
WARN	missing_definition	CHEBI:30488	IAO:0000115		
WARN	missing_definition	CHEBI:30512	IAO:0000115		
WARN	missing_definition	CHEBI:30514	IAO:0000115		
WARN	missing_definition	CHEBI:30528	IAO:0000115		
WARN	missing_definition	CHEBI:30911	IAO:0000115		
WARN	missing_definition	CHEBI:30968	IAO:0000115		
WARN	missing_definition	CHEBI:32457	IAO:0000115		
WARN	missing_definition	CHEBI:32458	IAO:0000115		
WARN	missing_definition	CHEBI:32496	IAO:0000115		
WARN	missing_definition	CHEBI:32500	IAO:0000115		
WARN	missing_definition	CHEBI:32529	IAO:0000115		
WARN	missing_definition	CHEBI:32530	IAO:0000115		
WARN	missing_definition	CHEBI:32531	IAO:0000115		
WARN	missing_definition	CHEBI:32532	IAO:0000115		
WARN	missing_definition	CHEBI:3259	IAO:0000115		
WARN	missing_definition	CHEBI:32612	IAO:0000115		
WARN	missing_definition	CHEBI:32613	IAO:0000115		
WARN	missing_definition	CHEBI:32651	IAO:0000115		
WARN	missing_definition	CHEBI:32656	IAO:0000115		
WARN	missing_definition	CHEBI:32657	IAO:0000115		
WARN	missing_definition	CHEBI:32661	IAO:0000115		
WARN	missing_definition	CHEBI:32683	IAO:0000115		
WARN	missing_definition	CHEBI:32688	IAO:0000115		
WARN	missing_definition	CHEBI:32690	IAO:0000115		
WARN	missing_definition	CHEBI:32695	IAO:0000115		
WARN	missing_definition	CHEBI:32696	IAO:0000115		
WARN	missing_definition	CHEBI:32697	IAO:0000115		
WARN	missing_definition	CHEBI:32785	IAO:0000115		
WARN	missing_definition	CHEBI:32832	IAO:0000115		
WARN	missing_definition	CHEBI:32833	IAO:0000115		
WARN	missing_definition	CHEBI:32859	IAO:0000115		
WARN	missing_definition	CHEBI:32860	IAO:0000115		
WARN	missing_definition	CHEBI:32879	IAO:0000115		
WARN	missing_definition	CHEBI:32964	IAO:0000115		
WARN	missing_definition	CHEBI:33007	IAO:0000115		
WARN	missing_definition	CHEBI:33145	IAO:0000115		
WARN	missing_definition	CHEBI:33173	IAO:0000115		
WARN	missing_definition	CHEBI:33187	IAO:0000115		
WARN	missing_definition	CHEBI:33189	IAO:0000115		
WARN	missing_definition	CHEBI:33241	IAO:0000115		
WARN	missing_definition	CHEBI:33242	IAO:0000115		
WARN	missing_definition	CHEBI:33262	IAO:0000115		
WARN	missing_definition	CHEBI:33266	IAO:0000115		
WARN	missing_definition	CHEBI:33267	IAO:0000115		
WARN	missing_definition	CHEBI:33280	IAO:0000115		
WARN	missing_definition	CHEBI:33301	IAO:0000115		
WARN	missing_definition	CHEBI:33305	IAO:0000115		
WARN	missing_definition	CHEBI:33306	IAO:0000115		
WARN	missing_definition	CHEBI:33317	IAO:0000115		
WARN	missing_definition	CHEBI:33327	IAO:0000115		
WARN	missing_definition	CHEBI:33340	IAO:0000115		
WARN	missing_definition	CHEBI:33347	IAO:0000115		
WARN	missing_definition	CHEBI:33350	IAO:0000115		
WARN	missing_definition	CHEBI:33352	IAO:0000115		
WARN	missing_definition	CHEBI:33356	IAO:0000115		
WARN	missing_definition	CHEBI:33362	IAO:0000115		
WARN	missing_definition	CHEBI:33364	IAO:0000115		
WARN	missing_definition	CHEBI:33365	IAO:0000115		
WARN	missing_definition	CHEBI:33366	IAO:0000115		
WARN	missing_definition	CHEBI:33402	IAO:0000115		
WARN	missing_definition	CHEBI:33407	IAO:0000115		
WARN	missing_definition	CHEBI:33408	IAO:0000115		
WARN	missing_definition	CHEBI:33423	IAO:0000115		
WARN	missing_definition	CHEBI:33424	IAO:0000115		
WARN	missing_definition	CHEBI:33425	IAO:0000115		
WARN	missing_definition	CHEBI:33426	IAO:0000115		
WARN	missing_definition	CHEBI:33429	IAO:0000115		
WARN	missing_definition	CHEBI:33431	IAO:0000115		
WARN	missing_definition	CHEBI:33432	IAO:0000115		
WARN	missing_definition	CHEBI:33433	IAO:0000115		
WARN	missing_definition	CHEBI:33434	IAO:0000115		
WARN	missing_definition	CHEBI:33437	IAO:0000115		
WARN	missing_definition	CHEBI:33443	IAO:0000115		
WARN	missing_definition	CHEBI:33455	IAO:0000115		
WARN	missing_definition	CHEBI:33458	IAO:0000115		
WARN	missing_definition	CHEBI:33459	IAO:0000115		
WARN	missing_definition	CHEBI:33461	IAO:0000115		
WARN	missing_definition	CHEBI:33465	IAO:0000115		
WARN	missing_definition	CHEBI:33482	IAO:0000115		
WARN	missing_definition	CHEBI:33484	IAO:0000115		
WARN	missing_definition	CHEBI:33485	IAO:0000115		
WARN	missing_definition	CHEBI:33488	IAO:0000115		
WARN	missing_definition	CHEBI:33489	IAO:0000115		
WARN	missing_definition	CHEBI:33490	IAO:0000115		
WARN	missing_definition	CHEBI:33504	IAO:0000115		
WARN	missing_definition	CHEBI:33513	IAO:0000115		
WARN	missing_definition	CHEBI:33515	IAO:0000115		
WARN	missing_definition	CHEBI:33516	IAO:0000115		
WARN	missing_definition	CHEBI:33519	IAO:0000115		
WARN	missing_definition	CHEBI:33520	IAO:0000115		
WARN	missing_definition	CHEBI:33535	IAO:0000115		
WARN	missing_definition	CHEBI:33552	IAO:0000115		
WARN	missing_definition	CHEBI:33559	IAO:0000115		
WARN	missing_definition	CHEBI:33561	IAO:0000115		
WARN	missing_definition	CHEBI:33570	IAO:0000115		
WARN	missing_definition	CHEBI:33581	IAO:0000115		
WARN	missing_definition	CHEBI:33582	IAO:0000115		
WARN	missing_definition	CHEBI:33585	IAO:0000115		
WARN	missing_definition	CHEBI:33608	IAO:0000115		
WARN	missing_definition	CHEBI:33620	IAO:0000115		
WARN	missing_definition	CHEBI:33628	IAO:0000115		
WARN	missing_definition	CHEBI:33635	IAO:0000115		
WARN	missing_definition	CHEBI:33659	IAO:0000115		
WARN	missing_definition	CHEBI:33661	IAO:0000115		
WARN	missing_definition	CHEBI:33663	IAO:0000115		
WARN	missing_definition	CHEBI:33664	IAO:0000115		
WARN	missing_definition	CHEBI:33666	IAO:0000115		
WARN	missing_definition	CHEBI:33670	IAO:0000115		
WARN	missing_definition	CHEBI:33673	IAO:0000115		
WARN	missing_definition	CHEBI:33693	IAO:0000115		
WARN	missing_definition	CHEBI:33695	IAO:0000115		
WARN	missing_definition	CHEBI:33700	IAO:0000115		
WARN	missing_definition	CHEBI:33703	IAO:0000115		
WARN	missing_definition	CHEBI:33710	IAO:0000115		
WARN	missing_definition	CHEBI:33715	IAO:0000115		
WARN	missing_definition	CHEBI:33716	IAO:0000115		
WARN	missing_definition	CHEBI:33719	IAO:0000115		
WARN	missing_definition	CHEBI:33720	IAO:0000115		
WARN	missing_definition	CHEBI:33721	IAO:0000115		
WARN	missing_definition	CHEBI:33741	IAO:0000115		
WARN	missing_definition	CHEBI:33743	IAO:0000115		
WARN	missing_definition	CHEBI:33744	IAO:0000115		
WARN	missing_definition	CHEBI:33745	IAO:0000115		
WARN	missing_definition	CHEBI:33746	IAO:0000115		
WARN	missing_definition	CHEBI:33747	IAO:0000115		
WARN	missing_definition	CHEBI:33749	IAO:0000115		
WARN	missing_definition	CHEBI:33760	IAO:0000115		
WARN	missing_definition	CHEBI:33763	IAO:0000115		
WARN	missing_definition	CHEBI:33791	IAO:0000115		
WARN	missing_definition	CHEBI:33792	IAO:0000115		
WARN	missing_definition	CHEBI:33793	IAO:0000115		
WARN	missing_definition	CHEBI:33804	IAO:0000115		
WARN	missing_definition	CHEBI:33836	IAO:0000115		
WARN	missing_definition	CHEBI:33842	IAO:0000115		
WARN	missing_definition	CHEBI:33861	IAO:0000115		
WARN	missing_definition	CHEBI:33862	IAO:0000115		
WARN	missing_definition	CHEBI:33892	IAO:0000115		
WARN	missing_definition	CHEBI:33937	IAO:0000115		
WARN	missing_definition	CHEBI:33958	IAO:0000115		
WARN	missing_definition	CHEBI:33964	IAO:0000115		
WARN	missing_definition	CHEBI:33966	IAO:0000115		
WARN	missing_definition	CHEBI:33973	IAO:0000115		
WARN	missing_definition	CHEBI:33975	IAO:0000115		
WARN	missing_definition	CHEBI:33976	IAO:0000115		
WARN	missing_definition	CHEBI:35106	IAO:0000115		
WARN	missing_definition	CHEBI:35113	IAO:0000115		
WARN	missing_definition	CHEBI:35115	IAO:0000115		
WARN	missing_definition	CHEBI:35131	IAO:0000115		
WARN	missing_definition	CHEBI:35132	IAO:0000115		
WARN	missing_definition	CHEBI:35133	IAO:0000115		
WARN	missing_definition	CHEBI:35155	IAO:0000115		
WARN	missing_definition	CHEBI:35158	IAO:0000115		
WARN	missing_definition	CHEBI:35166	IAO:0000115		
WARN	missing_definition	CHEBI:35196	IAO:0000115		
WARN	missing_definition	CHEBI:35217	IAO:0000115		
WARN	missing_definition	CHEBI:35219	IAO:0000115		
WARN	missing_definition	CHEBI:35235	IAO:0000115		
WARN	missing_definition	CHEBI:35236	IAO:0000115		
WARN	missing_definition	CHEBI:35237	IAO:0000115		
WARN	missing_definition	CHEBI:35241	IAO:0000115		
WARN	missing_definition	CHEBI:35259	IAO:0000115		
WARN	missing_definition	CHEBI:35262	IAO:0000115		
WARN	missing_definition	CHEBI:35293	IAO:0000115		
WARN	missing_definition	CHEBI:35295	IAO:0000115		
WARN	missing_definition	CHEBI:35296	IAO:0000115		
WARN	missing_definition	CHEBI:35313	IAO:0000115		
WARN	missing_definition	CHEBI:35315	IAO:0000115		
WARN	missing_definition	CHEBI:35350	IAO:0000115		
WARN	missing_definition	CHEBI:35405	IAO:0000115		
WARN	missing_definition	CHEBI:35427	IAO:0000115		
WARN	missing_definition	CHEBI:35436	IAO:0000115		
WARN	missing_definition	CHEBI:35479	IAO:0000115		
WARN	missing_definition	CHEBI:35506	IAO:0000115		
WARN	missing_definition	CHEBI:35507	IAO:0000115		
WARN	missing_definition	CHEBI:35508	IAO:0000115		
WARN	missing_definition	CHEBI:35512	IAO:0000115		
WARN	missing_definition	CHEBI:35545	IAO:0000115		
WARN	missing_definition	CHEBI:35550	IAO:0000115		
WARN	missing_definition	CHEBI:35552	IAO:0000115		
WARN	missing_definition	CHEBI:35555	IAO:0000115		
WARN	missing_definition	CHEBI:35560	IAO:0000115		
WARN	missing_definition	CHEBI:35561	IAO:0000115		
WARN	missing_definition	CHEBI:35570	IAO:0000115		
WARN	missing_definition	CHEBI:35571	IAO:0000115		
WARN	missing_definition	CHEBI:35573	IAO:0000115		
WARN	missing_definition	CHEBI:35580	IAO:0000115		
WARN	missing_definition	CHEBI:35605	IAO:0000115		
WARN	missing_definition	CHEBI:35622	IAO:0000115		
WARN	missing_definition	CHEBI:35662	IAO:0000115		
WARN	missing_definition	CHEBI:35693	IAO:0000115		
WARN	missing_definition	CHEBI:35735	IAO:0000115		
WARN	missing_definition	CHEBI:35740	IAO:0000115		
WARN	missing_definition	CHEBI:35766	IAO:0000115		
WARN	missing_definition	CHEBI:35776	IAO:0000115		
WARN	missing_definition	CHEBI:35779	IAO:0000115		
WARN	missing_definition	CHEBI:35783	IAO:0000115		
WARN	missing_definition	CHEBI:35786	IAO:0000115		
WARN	missing_definition	CHEBI:35801	IAO:0000115		
WARN	missing_definition	CHEBI:35875	IAO:0000115		
WARN	missing_definition	CHEBI:35881	IAO:0000115		
WARN	missing_definition	CHEBI:35902	IAO:0000115		
WARN	missing_definition	CHEBI:35933	IAO:0000115		
WARN	missing_definition	CHEBI:35983	IAO:0000115		
WARN	missing_definition	CHEBI:36093	IAO:0000115		
WARN	missing_definition	CHEBI:36094	IAO:0000115		
WARN	missing_definition	CHEBI:36147	IAO:0000115		
WARN	missing_definition	CHEBI:36180	IAO:0000115		
WARN	missing_definition	CHEBI:36265	IAO:0000115		
WARN	missing_definition	CHEBI:36299	IAO:0000115		
WARN	missing_definition	CHEBI:36300	IAO:0000115		
WARN	missing_definition	CHEBI:36314	IAO:0000115		
WARN	missing_definition	CHEBI:36336	IAO:0000115		
WARN	missing_definition	CHEBI:36359	IAO:0000115		
WARN	missing_definition	CHEBI:36360	IAO:0000115		
WARN	missing_definition	CHEBI:36364	IAO:0000115		
WARN	missing_definition	CHEBI:36388	IAO:0000115		
WARN	missing_definition	CHEBI:36389	IAO:0000115		
WARN	missing_definition	CHEBI:36416	IAO:0000115		
WARN	missing_definition	CHEBI:36468	IAO:0000115		
WARN	missing_definition	CHEBI:36526	IAO:0000115		
WARN	missing_definition	CHEBI:36623	IAO:0000115		
WARN	missing_definition	CHEBI:36639	IAO:0000115		
WARN	missing_definition	CHEBI:36641	IAO:0000115		
WARN	missing_definition	CHEBI:36688	IAO:0000115		
WARN	missing_definition	CHEBI:36711	IAO:0000115		
WARN	missing_definition	CHEBI:36823	IAO:0000115		
WARN	missing_definition	CHEBI:36828	IAO:0000115		
WARN	missing_definition	CHEBI:36829	IAO:0000115		
WARN	missing_definition	CHEBI:36830	IAO:0000115		
WARN	missing_definition	CHEBI:36856	IAO:0000115		
WARN	missing_definition	CHEBI:36871	IAO:0000115		
WARN	missing_definition	CHEBI:36873	IAO:0000115		
WARN	missing_definition	CHEBI:36876	IAO:0000115		
WARN	missing_definition	CHEBI:36878	IAO:0000115		
WARN	missing_definition	CHEBI:36892	IAO:0000115		
WARN	missing_definition	CHEBI:36894	IAO:0000115		
WARN	missing_definition	CHEBI:36895	IAO:0000115		
WARN	missing_definition	CHEBI:36896	IAO:0000115		
WARN	missing_definition	CHEBI:36902	IAO:0000115		
WARN	missing_definition	CHEBI:36914	IAO:0000115		
WARN	missing_definition	CHEBI:36915	IAO:0000115		
WARN	missing_definition	CHEBI:36961	IAO:0000115		
WARN	missing_definition	CHEBI:36970	IAO:0000115		
WARN	missing_definition	CHEBI:36982	IAO:0000115		
WARN	missing_definition	CHEBI:36987	IAO:0000115		
WARN	missing_definition	CHEBI:37010	IAO:0000115		
WARN	missing_definition	CHEBI:37015	IAO:0000115		
WARN	missing_definition	CHEBI:37016	IAO:0000115		
WARN	missing_definition	CHEBI:37022	IAO:0000115		
WARN	missing_definition	CHEBI:37037	IAO:0000115		
WARN	missing_definition	CHEBI:37038	IAO:0000115		
WARN	missing_definition	CHEBI:37039	IAO:0000115		
WARN	missing_definition	CHEBI:37042	IAO:0000115		
WARN	missing_definition	CHEBI:37043	IAO:0000115		
WARN	missing_definition	CHEBI:37075	IAO:0000115		
WARN	missing_definition	CHEBI:37092	IAO:0000115		
WARN	missing_definition	CHEBI:37096	IAO:0000115		
WARN	missing_definition	CHEBI:37123	IAO:0000115		
WARN	missing_definition	CHEBI:37128	IAO:0000115		
WARN	missing_definition	CHEBI:37155	IAO:0000115		
WARN	missing_definition	CHEBI:37175	IAO:0000115		
WARN	missing_definition	CHEBI:37176	IAO:0000115		
WARN	missing_definition	CHEBI:37193	IAO:0000115		
WARN	missing_definition	CHEBI:37196	IAO:0000115		
WARN	missing_definition	CHEBI:37237	IAO:0000115		
WARN	missing_definition	CHEBI:37239	IAO:0000115		
WARN	missing_definition	CHEBI:37240	IAO:0000115		
WARN	missing_definition	CHEBI:37246	IAO:0000115		
WARN	missing_definition	CHEBI:37247	IAO:0000115		
WARN	missing_definition	CHEBI:37253	IAO:0000115		
WARN	missing_definition	CHEBI:37290	IAO:0000115		
WARN	missing_definition	CHEBI:37292	IAO:0000115		
WARN	missing_definition	CHEBI:37293	IAO:0000115		
WARN	missing_definition	CHEBI:37328	IAO:0000115		
WARN	missing_definition	CHEBI:37335	IAO:0000115		
WARN	missing_definition	CHEBI:37404	IAO:0000115		
WARN	missing_definition	CHEBI:37481	IAO:0000115		
WARN	missing_definition	CHEBI:3752	IAO:0000115		
WARN	missing_definition	CHEBI:37531	IAO:0000115		
WARN	missing_definition	CHEBI:37604	IAO:0000115		
WARN	missing_definition	CHEBI:37605	IAO:0000115		
WARN	missing_definition	CHEBI:37624	IAO:0000115		
WARN	missing_definition	CHEBI:37661	IAO:0000115		
WARN	missing_definition	CHEBI:37668	IAO:0000115		
WARN	missing_definition	CHEBI:37697	IAO:0000115		
WARN	missing_definition	CHEBI:37734	IAO:0000115		
WARN	missing_definition	CHEBI:37749	IAO:0000115		
WARN	missing_definition	CHEBI:37750	IAO:0000115		
WARN	missing_definition	CHEBI:37826	IAO:0000115		
WARN	missing_definition	CHEBI:37841	IAO:0000115		
WARN	missing_definition	CHEBI:37863	IAO:0000115		
WARN	missing_definition	CHEBI:37930	IAO:0000115		
WARN	missing_definition	CHEBI:37932	IAO:0000115		
WARN	missing_definition	CHEBI:37933	IAO:0000115		
WARN	missing_definition	CHEBI:37934	IAO:0000115		
WARN	missing_definition	CHEBI:37935	IAO:0000115		
WARN	missing_definition	CHEBI:37949	IAO:0000115		
WARN	missing_definition	CHEBI:37958	IAO:0000115		
WARN	missing_definition	CHEBI:38093	IAO:0000115		
WARN	missing_definition	CHEBI:38106	IAO:0000115		
WARN	missing_definition	CHEBI:38109	IAO:0000115		
WARN	missing_definition	CHEBI:38157	IAO:0000115		
WARN	missing_definition	CHEBI:38163	IAO:0000115		
WARN	missing_definition	CHEBI:38164	IAO:0000115		
WARN	missing_definition	CHEBI:38165	IAO:0000115		
WARN	missing_definition	CHEBI:38166	IAO:0000115		
WARN	missing_definition	CHEBI:38179	IAO:0000115		
WARN	missing_definition	CHEBI:38180	IAO:0000115		
WARN	missing_definition	CHEBI:38187	IAO:0000115		
WARN	missing_definition	CHEBI:38198	IAO:0000115		
WARN	missing_definition	CHEBI:38216	IAO:0000115		
WARN	missing_definition	CHEBI:38217	IAO:0000115		
WARN	missing_definition	CHEBI:38295	IAO:0000115		
WARN	missing_definition	CHEBI:38297	IAO:0000115		
WARN	missing_definition	CHEBI:38303	IAO:0000115		
WARN	missing_definition	CHEBI:38314	IAO:0000115		
WARN	missing_definition	CHEBI:38418	IAO:0000115		
WARN	missing_definition	CHEBI:38496	IAO:0000115		
WARN	missing_definition	CHEBI:38497	IAO:0000115		
WARN	missing_definition	CHEBI:38498	IAO:0000115		
WARN	missing_definition	CHEBI:38514	IAO:0000115		
WARN	missing_definition	CHEBI:38579	IAO:0000115		
WARN	missing_definition	CHEBI:38597	IAO:0000115		
WARN	missing_definition	CHEBI:38631	IAO:0000115		
WARN	missing_definition	CHEBI:38669	IAO:0000115		
WARN	missing_definition	CHEBI:38700	IAO:0000115		
WARN	missing_definition	CHEBI:38702	IAO:0000115		
WARN	missing_definition	CHEBI:38777	IAO:0000115		
WARN	missing_definition	CHEBI:38809	IAO:0000115		
WARN	missing_definition	CHEBI:38831	IAO:0000115		
WARN	missing_definition	CHEBI:38921	IAO:0000115		
WARN	missing_definition	CHEBI:38934	IAO:0000115		
WARN	missing_definition	CHEBI:38940	IAO:0000115		
WARN	missing_definition	CHEBI:39000	IAO:0000115		
WARN	missing_definition	CHEBI:39123	IAO:0000115		
WARN	missing_definition	CHEBI:39124	IAO:0000115		
WARN	missing_definition	CHEBI:39128	IAO:0000115		
WARN	missing_definition	CHEBI:39146	IAO:0000115		
WARN	missing_definition	CHEBI:39157	IAO:0000115		
WARN	missing_definition	CHEBI:39158	IAO:0000115		
WARN	missing_definition	CHEBI:39159	IAO:0000115		
WARN	missing_definition	CHEBI:39206	IAO:0000115		
WARN	missing_definition	CHEBI:39430	IAO:0000115		
WARN	missing_definition	CHEBI:39446	IAO:0000115		
WARN	missing_definition	CHEBI:39457	IAO:0000115		
WARN	missing_definition	CHEBI:3992	IAO:0000115		
WARN	missing_definition	CHEBI:41218	IAO:0000115		
WARN	missing_definition	CHEBI:41402	IAO:0000115		
WARN	missing_definition	CHEBI:41609	IAO:0000115		
WARN	missing_definition	CHEBI:41774	IAO:0000115		
WARN	missing_definition	CHEBI:42068	IAO:0000115		
